x1,x2,y
-117.5393725,91.49845637,1
-114.3666687,102,1
-129.1193096,102.5902445,1
-115.6255916,108.2895996,1
-133.3125357,114.0070645,1
-115.3666687,104,1
-130.8038271,93.16248947,1
-120.9700375,101.8805212,1
-112.8112379,95.38686856,1
-117.3666687,105,1
-98.97110232,116.0630252,1
-119.9640455,95.35025527,1
-118.3666687,106,1
-130.999757,109.2254161,1
-108.4652792,120.4238324,1
-99.53248948,96.19038493,1
-118.3666687,107,1
-133.1592492,126.5544969,1
-105.1383079,124.8727842,1
-101.7709927,105.3541713,1
-118.3666687,107,1
-113.6745815,99.20981367,1
-112.5568943,121.1457396,1
-119.3666687,108,1
-130.4703532,127.5007685,1
-125.4201745,124.9478217,1
-124.0504,98.37069412,1
-118.3666687,107,1
-119.2420633,88.52950982,1
-133.7931048,108.8179085,1
-111.2634299,93.77296362,1
-118.3666687,132,1
-113.5480348,117.9395318,1
-118.3666687,132,1
-99.1249124,121.5315725,1
-110.5883721,123.2866978,1
-116.3666687,131,1
-107.8735485,134.8726535,1
-113.3666687,128,1
-129.8890152,125.3082377,1
-116.3533215,121.5205706,1
-108.3666687,123,1
-114.5710474,115.6786015,1
-113.3905001,127.7053599,1
-106.7839982,119.5807906,1
-105.3666687,118,1
-88.09023449,110.2357647,1
-104.8925706,109.5663827,1
-108.5492862,126.3827466,1
-103.3666687,114,1
-122.7759722,130.9585348,1
-123.1298773,116.3643009,1
-91.76872208,99.54192714,1
-99.3666687,107,1
-83.10804533,126.2646499,1
-88.66473846,122.3563542,1
-102.3618316,114.0524684,1
-94.3666687,99,1
-101.5185668,97.11278103,1
-78.96746441,116.5119996,1
-81.00913318,94.86446391,1
-91.3666687,94,1
-79.13855206,101.9511762,1
-77.26271324,99.70523829,1
-90.61354188,101.7127865,1
-86.3666687,86,1
-105.0344603,102.404021,1
-87.55713607,103.9881665,1
-81.42136353,86.26310125,1
-80.3666687,79,1
-91.52831438,77.15022151,1
-80.98620338,74.01462112,1
-91.70995475,63.62249821,1
-79.3666687,77,1
-83.05540088,60.09298076,1
-70.53136474,82.05210052,1
-84.46813553,76.59270461,1
-77.3666687,75,1
-86.32002782,68.44219389,1
-74.92096064,82.98781837,1
-82.79760557,78.45898562,1
-71.3666687,68,1
-80.63337144,82.5540868,1
-74.30367828,84.45815073,1
-87.21545435,80.91853451,1
-62.3666687,60,1
-63.76437946,64.37876031,1
-79.62154768,69.31313357,1
-78.43007265,79.89639691,1
-58.3666687,57,1
-43.92748346,67.4892205,1
-47.56852228,38.01986656,1
-50.42571793,59.9503286,1
-53.3666687,52,1
-55.61560509,36.7363267,1
-50.78322615,56.39138422,1
-37.45266486,43.44775402,1
-47.3666687,47,1
-31.86851384,59.79624387,1
-41.29107129,54.45134809,1
-50.94971188,54.76499445,1
-43.3666687,44,1
-46.8184707,46.86273581,1
-48.61509472,27.29052402,1
-44.11099136,43.20006137,1
-36.3666687,39,1
-24.96172935,23.08679357,1
-48.79671837,32.83835492,1
-23.24647473,52.9403149,1
-29.3666687,35,1
-43.08223425,40.84747,1
-38.31421179,53.93613151,1
-29.85824216,49.75414802,1
-22.3666687,32,1
-41.81815211,12.51987034,1
-11.94036952,15.69483749,1
-13.1692712,48.99589982,1
-20.3666687,30,1
-39.87838941,35.06297785,1
-39.24322031,47.2585672,1
-12.05332979,45.72782143,1
-17.3666687,28,1
-11.38891265,27.23655004,1
-16.49715105,12.16970848,1
-21.54532049,10.12834072,1
-15.3666687,26,1
-0.134339036,12.73890116,1
-20.89536562,13.73477464,1
-5.930336139,15.11896658,1
-11.3666687,23,1
-26.64317384,32.14303862,1
-12.85919658,28.21386652,1
-3.779815052,7.678715412,1
-8.366668701,21,1
7.864949559,2.76370709,1
-25.5606966,29.63489883,1
-2.837590346,19.22988297,1
1.633331299,12,1
20.3816368,29.87193256,1
-6.172996306,0.216457051,1
-0.128908154,4.580962585,1
11.6333313,2,1
6.942511847,21.10512559,1
21.23042835,21.31459357,1
-3.422956291,-16.79297765,1
22.6333313,-8,1
10.78568438,6.54281628,1
18.58310953,-1.827336136,1
16.41195732,-22.04443657,1
28.6333313,-13,1
18.23607747,-16.44226736,1
29.31389757,0.026168192,1
24.93382261,-31.00934411,1
31.6333313,-16,1
29.0403711,-17.66114923,1
17.24744765,-18.66928227,1
44.19976508,-33.22931775,1
31.6333313,-18,1
18.77242129,-25.49790756,1
34.49109472,-15.93857782,1
38.15945441,-10.50007987,1
34.6333313,-25,1
22.19389329,-35.28825956,1
46.16127499,-40.0474734,1
27.37578008,-6.619528517,1
41.6333313,-37,1
40.38346801,-47.22856402,1
26.04085241,-36.73571161,1
30.91160887,-17.2107205,1
44.6333313,-41,1
63.6504839,-49.87541701,1
35.88274752,-34.62327166,1
51.46166245,-38.72951726,1
48.6333313,-46,1
55.85975697,-30.06985146,1
43.68915916,-38.07755193,1
42.60893261,-29.19083715,1
54.6333313,-51,1
58.19460532,-51.95399706,1
55.30958171,-56.88184868,1
67.74959802,-55.52710985,1
58.6333313,-55,1
40.88994709,-58.43029351,1
67.41329702,-55.33112576,1
57.92583197,-71.88306033,1
63.6333313,-60,1
72.95206588,-58.61548311,1
62.1815911,-53.34117518,1
53.83450421,-67.49129289,1
67.6333313,-65,1
49.39394748,-55.29990639,1
76.34535065,-49.13868478,1
69.99565645,-54.67218922,1
69.6333313,-68,1
77.45112016,-82.10793112,1
89.10815509,-71.22076021,1
89.47702369,-49.9758928,1
75.6333313,-74,1
90.33371389,-67.2985726,1
66.92325059,-78.58727974,1
83.02987185,-63.93241122,1
80.6333313,-77,1
84.99712696,-86.90388297,1
95.14231765,-69.45335702,1
94.1264486,-80.55595853,1
89.6333313,-84,1
100.2527578,-69.53791202,1
87.60876776,-93.69891659,1
71.7971103,-81.41078754,1
97.6333313,-89,1
109.1927081,-71.85631728,1
117.0852257,-102.4809386,1
117.0193796,-85.65832442,1
103.6333313,-95,1
107.9821356,-112.537482,1
96.93280764,-84.32280861,1
87.18634011,-79.40890902,1
108.6333313,-100,1
123.8567839,-89.83994191,1
107.6755012,-116.4370075,1
91.44169658,-108.4260467,1
115.6333313,-107,1
107.3764335,-120.1709526,1
134.5086874,-94.17114139,1
131.468914,-97.76099395,1
119.6333313,-110,1
127.2652337,-100.8016432,1
122.6333313,-114,1
106.8283575,-129.6761472,1
110.6889624,-94.0861778,1
122.6080808,-122.4876152,1
124.6333313,-116,1
117.231544,-97.08891811,1
121.8927973,-110.6713226,1
126.6333313,-118,1
111.3128817,-132.7562813,1
113.3735676,-116.4547143,1
120.9099216,-111.9945972,1
126.6333313,-119,1
116.0972705,-104.5524635,1
127.1601813,-113.258537,1
128.6333313,-120,1
125.1294702,-115.9298293,1
124.5169633,-100.0025968,1
129.6333313,-121,1
130.6395795,-134.1243972,1
117.8821674,-103.0550632,1
129.6333313,-122,1
129.9364241,-132.7451356,1
117.2047214,-132.1022055,1
129.6333313,-122,1
129.7310712,-129.6197299,1
120.5438754,-110.8416328,1
127.9979809,-126.4495013,1
-90.3666687,104,1
-86.70678669,93.66724192,1
-100.1838194,102.1266201,1
-71.80051885,114.1221476,1
-88.3666687,103,1
-89.94263824,103.7355435,1
-97.0013666,119.8158737,1
-68.39343738,113.125739,1
-86.3666687,101,1
-104.489387,107.7155856,1
-101.8819691,112.9533634,1
-92.54412667,103.7397307,1
-83.3666687,97,1
-86.03415145,113.518821,1
-76.29037774,113.8427439,1
-89.95447335,109.165467,1
-80.3666687,93,1
-70.91873125,96.84105309,1
-72.19712872,108.5698754,1
-61.79822815,99.13336374,1
-76.3666687,89,1
-58.54019095,85.3956241,1
-84.34914988,87.35700532,1
-76.91037076,107.8602959,1
-73.3666687,84,1
-89.60495934,76.45659825,1
-89.70661194,95.55358386,1
-85.03823618,91.98106474,1
-70.3666687,80,1
-69.90948144,96.12206945,1
-79.69812731,72.74839259,1
-79.76666525,95.85006295,1
-68.3666687,77,1
-70.25815613,73.65940874,1
-58.72590361,79.22280496,1
-56.2558665,66.72633108,1
-66.3666687,72,1
-81.57359284,68.43340204,1
-81.49847851,73.22940119,1
-49.36988267,72.92442277,1
-63.3666687,69,1
-73.4644484,58.89667996,1
-69.01399024,62.17163721,1
-50.70797265,84.63728526,1
-58.3666687,59,1
-76.66287171,61.33066668,1
-52.2750551,44.85170614,1
-67.05264379,53.59504058,1
-54.3666687,52,1
-71.19223344,64.79426201,1
-71.49122998,41.01178045,1
-41.38126935,67.63254246,1
-53.3666687,49,1
-46.25924315,49.94573923,1
-49.13175272,67.6383691,1
-69.10332039,51.38803154,1
-51.3666687,47,1
-55.62817116,40.57842561,1
-67.51676056,47.34020524,1
-66.63142477,62.5191882,1
-50.3666687,46,1
-34.4319676,32.67373987,1
-58.13669239,44.42831517,1
-54.76687248,32.97536451,1
-50.3666687,46,1
-63.3424395,29.50199523,1
-58.51167082,49.09570058,1
-49.4893999,42.63845687,1
-119.1497157,93.78247419,1
-134.3666687,90,1
-130.3666687,87,1
-111.188387,98.29991477,1
-123.076957,77.02936543,1
-128.3666687,86,1
-119.4075595,89.8544221,1
-121.3984138,84.19851748,1
-124.3666687,84,1
-116.9689019,103.6689327,1
-121.3666687,81,1
-102.4032836,70.94671135,1
-126.9434188,88.0917554,1
-118.5992615,72.64332085,1
-116.3666687,77,1
-133.315092,82.39804233,1
-113.2271855,75.98516847,1
-107.187196,83.94671763,1
-111.3666687,72,1
-130.5793148,55.97602793,1
-129.6089814,69.3471033,1
-105.2155086,71.76866551,1
-107.3666687,67,1
-123.6995625,48.21508706,1
-123.2977525,57.45153412,1
-102.6116775,78.05362741,1
-101.3666687,61,1
-117.5926413,76.40144925,1
-96.40298671,70.8636018,1
-98.74075137,43.87369332,1
-97.3666687,56,1
-103.4047967,74.29856813,1
-89.6354047,50.51330158,1
-112.8684301,58.48237423,1
-94.3666687,53,1
-96.21994534,42.67271232,1
-111.2958782,58.09537167,1
-109.8539386,48.46976836,1
-91.3666687,47,1
-95.16653286,50.71321488,1
-74.95811299,43.2124373,1
-109.8078507,33.49524633,1
-88.3666687,42,1
-91.34178928,27.60536749,1
-80.4705267,35.43188367,1
-83.06494058,36.73296566,1
-84.3666687,35,1
-73.97707136,54.22477478,1
-76.16268472,23.51714286,1
-93.69087628,50.78064231,1
-78.3666687,22,1
-75.82859636,6.9943855,1
-89.59156268,24.01514091,1
-80.48122183,5.257007634,1
-73.3666687,12,1
-84.35971988,-3.072940024,1
-60.53132565,-4.753389252,1
-56.50883079,30.54624073,1
-66.3666687,3,1
-50.95617799,-14.55339543,1
-69.84595003,19.76554388,1
-57.74749538,22.14204917,1
-64.3666687,0,1
-58.16768897,-7.041127574,1
-47.01203179,-16.60756629,1
-71.62656428,-12.81584459,1
-58.3666687,-3,1
-67.11533168,-0.105125564,1
-51.12656853,-10.61029975,1
-51.20966018,8.098811115,1
-40.3666687,-13,1
-38.41244894,-28.45258389,1
-21.61902109,-7.298737552,1
-21.15790504,-3.129610628,1
-32.3666687,-18,1
-29.59043306,-18.08310803,1
-47.85749928,-11.58779748,1
-37.24909989,-2.506233507,1
-25.3666687,-23,1
-16.29072729,-3.225718852,1
-29.86208648,-31.98757591,1
-32.59751751,-12.58067744,1
-19.3666687,-28,1
-23.35306283,-34.86724692,1
-20.47626159,-39.84334617,1
-29.55967841,-38.11977255,1
-12.3666687,-34,1
-9.750840046,-46.29849198,1
-8.315381523,-49.49695459,1
-31.71569491,-20.48809284,1
-7.366668701,-40,1
-21.01181424,-54.30196861,1
-4.9322148,-31.53927073,1
-21.53686968,-20.97145231,1
-1.366668701,-47,1
0.471954944,-31.39279488,1
-19.36268304,-55.30651236,1
18.40809037,-42.44223715,1
2.633331299,-51,1
-13.19748646,-47.36533126,1
17.62885986,-50.52358687,1
-3.31102251,-67.82873235,1
10.6333313,-59,1
-6.420690417,-40.06639143,1
9.622813156,-42.4461803,1
8.073365368,-52.75903702,1
17.6333313,-66,1
16.79799143,-81.07942602,1
2.143170442,-82.97990603,1
9.503954083,-52.48599051,1
22.6333313,-70,1
25.25658717,-73.62882673,1
21.58626158,-82.58593468,1
3.87642623,-88.84483199,1
27.6333313,-74,1
43.54585288,-75.68645082,1
42.74638076,-92.10133535,1
42.0484564,-66.18387354,1
30.6333313,-78,1
13.13254456,-64.75175178,1
39.09065421,-61.4540946,1
12.73654134,-61.85952922,1
32.6333313,-80,1
39.66616107,-76.65201844,1
21.37538024,-99.68737235,1
23.15875386,-99.57869078,1
36.6333313,-84,1
42.45155085,-80.96475194,1
21.58105568,-98.31084381,1
17.27472252,-90.69506964,1
40.6333313,-88,1
53.68927556,-73.17513304,1
23.55540592,-82.59595796,1
35.86984939,-87.86261086,1
42.6333313,-90,1
49.60129272,-76.9390317,1
35.98600945,-106.6309586,1
35.59672257,-103.0449322,1
46.6333313,-93,1
28.4773047,-90.5912089,1
36.98616918,-109.1322851,1
39.05378804,-77.83293663,1
49.6333313,-97,1
29.88816907,-100.9099672,1
39.38605017,-80.80422323,1
50.92635567,-114.4866531,1
52.6333313,-101,1
59.02885649,-96.21478255,1
67.49131566,-115.161346,1
50.3475703,-93.19806954,1
57.6333313,-107,1
50.93218786,-124.9581112,1
40.99236363,-120.4793861,1
45.39929564,-89.99168368,1
59.6333313,-109,1
39.81909224,-104.0005931,1
58.76714189,-119.9260212,1
71.08178504,-97.849204,1
61.6333313,-110,1
70.33680493,-111.5067774,1
81.18659337,-104.0804262,1
78.31749707,-114.5362909,1
62.6333313,-111,1
54.92501276,-108.7460994,1
80.28430912,-109.0771248,1
58.43439564,-130.7190244,1
64.6333313,-113,1
54.68755061,-116.589446,1
76.57901145,-123.3544893,1
55.76063311,-118.1772406,1
65.6333313,-113,1
72.52735886,-117.5669847,1
49.48251043,-128.7453465,1
80.87672599,-126.2413432,1
67.6333313,-114,1
54.27222468,-118.4173948,1
51.231526,-119.6031411,1
63.84123758,-97.66708202,1
70.6333313,-116,1
53.38159882,-121.1626506,1
81.74283473,-104.7658866,1
81.49378856,-110.256842,1
74.6333313,-119,1
90.7649158,-102.317996,1
76.6775341,-101.1568103,1
64.36329073,-132.6227373,1
78.6333313,-121,1
62.23988019,-110.5336535,1
79.84089066,-107.9159153,1
92.51966839,-133.2184976,1
82.6333313,-125,1
77.80020105,-120.5702116,1
77.01499773,-116.0829088,1
70.18899147,-113.9061231,1
83.6333313,-125,1
77.62883695,-126.513883,1
84.6333313,-126,1
78.64759443,-127.9752309,1
85.6333313,-126,1
69.4818722,-117.8392862,1
71.12324387,-125.0206453,1
79.4005888,-130.868394,1
85.6333313,-126,1
90.8814681,-106.1256348,1
77.97080595,-113.8606056,1
91.76557528,-130.8003392,1
111.6333313,132,0
96.54432106,129.2191775,0
100.4446405,114.4098409,0
100.5240675,129.4778022,0
110.6333313,132,0
128.7283018,129.4236719,0
109.6333313,130,0
119.3499929,128.5134572,0
116.9108943,111.9696968,0
107.6333313,126,0
94.13601194,114.7219071,0
88.19685477,117.6911424,0
103.6333313,120,0
112.5021304,103.5575414,0
99.07711949,130.3199613,0
112.9893234,129.0048644,0
99.6333313,115,0
107.7755277,96.3552959,0
